host,channel,index,start_time,get_ice_config_signaling_call,connect_signaling_client,tls_handshake_time,offer_sent_to_answer_received_time,dtls_initialization_completion,ice_hole_punching_time,first_audio_time,audio_latency_ms,first_video_time,video_latency_ms,pull_success,stable_audio,stable_video
52.83.211.74,lzgd11fed05efd7c2acc,4,'2025-06-24 11:27:40.173',171,5552,100,172,112,163,'2025-06-24 11:27:46.420',6247,'2025-06-24 11:27:46.461',6288,yes,yes,yes
52.83.211.74,lzgd11fed05efd7c2acc,5,'2025-06-24 11:27:40.198',153,175,100,372,137,187,'2025-06-24 11:27:41.269',1071,'2025-06-24 11:27:41.300',1102,yes,yes,yes
52.83.211.74,lzgd15f6d690d219f24c,1,'2025-06-24 11:27:36.592',159,195,99,429,108,159,'2025-06-24 11:27:37.754',1162,'2025-06-24 11:27:37.801',1209,yes,yes,yes
52.83.211.74,lzgd15f6d690d219f24c,2,'2025-06-24 11:27:36.630',148,174,99,420,145,195,'2025-06-24 11:27:37.814',1184,'2025-06-24 11:27:37.841',1211,yes,yes,yes
52.83.211.74,lzgd15f6d690d219f24c,3,'2025-06-24 11:27:36.612',155,146,99,411,110,161,'2025-06-24 11:27:37.694',1082,'2025-06-24 11:27:37.720',1108,yes,yes,yes
52.83.211.74,lzgd15f6d690d219f24c,4,'2025-06-24 11:27:36.699',137,195,100,27555,124,174,'2025-06-24 11:28:04.975',28276,'2025-06-24 11:28:05.001',28302,yes,yes,yes
52.83.211.74,lzgd15f6d690d219f24c,5,'2025-06-24 11:27:36.661',136,189,99,409,139,189,'2025-06-24 11:27:37.814',1153,'2025-06-24 11:27:37.841',1180,yes,yes,yes
52.83.211.74,lzgd1762ac30d8afa9df,1,'2025-06-24 11:27:37.704',159,6070,99,153,119,169,'2025-06-24 11:27:44.463',6759,'2025-06-24 11:27:44.487',6783,yes,yes,yes
52.83.211.74,lzgd1762ac30d8afa9df,2,'2025-06-24 11:27:37.721',174,183,100,26625,117,168,'2025-06-24 11:28:05.150',27429,'2025-06-24 11:28:05.167',27446,yes,yes,yes
52.83.211.74,lzgd1762ac30d8afa9df,3,'2025-06-24 11:27:37.773',158,195,100,457,151,201,'2025-06-24 11:27:39.072',1299,'2025-06-24 11:27:39.087',1314,yes,yes,yes
52.83.211.74,lzgd1762ac30d8afa9df,4,'2025-06-24 11:27:37.776',131,193,100,509,131,181,'2025-06-24 11:27:39.011',1235,'2025-06-24 11:27:39.047',1271,yes,yes,no
52.83.211.74,lzgd1762ac30d8afa9df,5,'2025-06-24 11:27:37.758',153,186,100,536,119,169,'2025-06-24 11:27:39.031',1273,'2025-06-24 11:27:39.047',1289,yes,yes,yes
52.83.211.74,lzgd18c75f902f6aa885,1,'2025-06-24 11:27:43.133',152,198,99,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd18c75f902f6aa885,2,'2025-06-24 11:27:43.184',142,569,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd18c75f902f6aa885,3,'2025-06-24 11:27:43.134',133,0,0,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd18c75f902f6aa885,4,'2025-06-24 11:27:43.157',156,6158,99,128,137,188,'2025-06-24 11:27:50.070',6913,'2025-06-24 11:27:50.119',6962,yes,yes,yes
52.83.211.74,lzgd18c75f902f6aa885,5,'2025-06-24 11:27:43.305',139,2073,99,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd19648f6e54d68ebb,1,'2025-06-24 11:27:36.521',161,192,99,27299,128,179,'2025-06-24 11:28:04.574',28053,'2025-06-24 11:28:04.619',28098,yes,yes,yes
52.83.211.74,lzgd19648f6e54d68ebb,2,'2025-06-24 11:27:36.510',143,6041,100,158,116,167,'2025-06-24 11:27:43.222',6712,'2025-06-24 11:27:43.258',6748,yes,yes,yes
52.83.211.74,lzgd19648f6e54d68ebb,3,'2025-06-24 11:27:36.558',159,198,99,28230,132,183,'2025-06-24 11:28:05.560',29002,'2025-06-24 11:28:05.579',29021,yes,yes,yes
52.83.211.74,lzgd19648f6e54d68ebb,4,'2025-06-24 11:27:36.589',147,167,99,536,116,166,'2025-06-24 11:27:37.854',1265,'2025-06-24 11:27:37.858',1269,yes,yes,yes
52.83.211.74,lzgd19648f6e54d68ebb,5,'2025-06-24 11:27:36.604',154,184,100,27357,122,172,'2025-06-24 11:28:04.735',28131,'2025-06-24 11:28:04.779',28175,yes,yes,yes
52.83.211.74,lzgd1da1babbb1010ee7,1,'2025-06-24 11:27:43.897',95,162,99,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd1da1babbb1010ee7,2,'2025-06-24 11:27:43.977',76,2828,99,133,133,183,'2025-06-24 11:27:47.739',3762,'2025-06-24 11:27:47.778',3801,yes,yes,yes
52.83.211.74,lzgd1da1babbb1010ee7,3,'2025-06-24 11:27:43.993',137,148,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd1da1babbb1010ee7,4,'2025-06-24 11:27:44.017',78,162,99,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd1da1babbb1010ee7,5,'2025-06-24 11:27:44.048',178,144,99,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd1e6181f4e0987357,1,'2025-06-24 11:27:42.737',150,156,100,497,109,159,'2025-06-24 11:27:43.977',1240,'2025-06-24 11:27:44.007',1270,yes,yes,yes
52.83.211.74,lzgd1e6181f4e0987357,2,'2025-06-24 11:27:42.793',137,182,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd1e6181f4e0987357,3,'2025-06-24 11:27:42.806',162,579,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd1e6181f4e0987357,4,'2025-06-24 11:27:42.868',141,193,101,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd1e6181f4e0987357,5,'2025-06-24 11:27:42.910',145,634,99,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd248a705ea1365e60,1,'2025-06-24 11:27:34.413',143,197,100,28611,124,175,'2025-06-24 11:28:03.763',29350,'2025-06-24 11:28:03.793',29380,yes,yes,yes
52.83.211.74,lzgd248a705ea1365e60,2,'2025-06-24 11:27:34.385',154,154,99,485,125,176,'2025-06-24 11:27:35.574',1189,'2025-06-24 11:27:35.593',1208,yes,yes,yes
52.83.211.74,lzgd248a705ea1365e60,3,'2025-06-24 11:27:34.414',160,152,99,27589,119,170,'2025-06-24 11:28:02.677',28263,'2025-06-24 11:28:02.713',28299,yes,yes,yes
52.83.211.74,lzgd248a705ea1365e60,4,'2025-06-24 11:27:34.451',166,204,100,411,148,199,'2025-06-24 11:27:35.615',1164,'2025-06-24 11:27:35.633',1182,yes,yes,yes
52.83.211.74,lzgd248a705ea1365e60,5,'2025-06-24 11:27:34.451',29867,171,100,175,128,178,'2025-06-24 11:28:06.399',31948,'2025-06-24 11:28:06.433',31982,yes,yes,yes
52.83.211.74,lzgd2ad7456ef4fcba4f,1,'2025-06-24 11:27:37.814',159,153,99,454,125,176,'2025-06-24 11:27:38.968',1154,'2025-06-24 11:27:38.992',1178,yes,yes,yes
52.83.211.74,lzgd2ad7456ef4fcba4f,2,'2025-06-24 11:27:37.855',159,5550,101,144,117,168,'2025-06-24 11:27:44.138',6283,'2025-06-24 11:27:44.153',6298,yes,yes,yes
52.83.211.74,lzgd2ad7456ef4fcba4f,3,'2025-06-24 11:27:37.877',163,162,101,390,105,155,'2025-06-24 11:27:38.968',1091,'2025-06-24 11:27:38.992',1115,yes,yes,yes
52.83.211.74,lzgd2ad7456ef4fcba4f,4,'2025-06-24 11:27:37.907',137,227,99,28017,109,159,'2025-06-24 11:28:06.654',28747,'2025-06-24 11:28:06.672',28765,yes,yes,yes
52.83.211.74,lzgd2ad7456ef4fcba4f,5,'2025-06-24 11:27:37.855',167,177,103,397,116,166,'2025-06-24 11:27:38.968',1113,'2025-06-24 11:27:38.992',1137,yes,yes,yes
52.83.211.74,lzgd2cbd00e104249138,1,'2025-06-24 11:27:41.018',153,163,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd2cbd00e104249138,2,'2025-06-24 11:27:41.013',139,581,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd2cbd00e104249138,3,'2025-06-24 11:27:41.062',152,1021,101,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd2cbd00e104249138,4,'2025-06-24 11:27:41.075',96,747,101,146,121,171,'2025-06-24 11:27:42.766',1691,'2025-06-24 11:27:42.784',1709,yes,yes,yes
52.83.211.74,lzgd2cbd00e104249138,5,'2025-06-24 11:27:41.040',90,160,100,240,128,179,'2025-06-24 11:27:42.263',1223,'2025-06-24 11:27:42.303',1263,yes,yes,yes
52.83.211.74,lzgd303a6b7b504a23ac,1,'2025-06-24 11:27:36.227',173,183,99,499,110,161,'2025-06-24 11:27:37.467',1240,'2025-06-24 11:27:37.488',1261,yes,yes,yes
52.83.211.74,lzgd303a6b7b504a23ac,2,'2025-06-24 11:27:36.245',166,171,99,486,132,182,'2025-06-24 11:27:37.467',1222,'2025-06-24 11:27:37.488',1243,yes,yes,yes
52.83.211.74,lzgd303a6b7b504a23ac,3,'2025-06-24 11:27:36.263',154,161,100,502,135,185,'2025-06-24 11:27:37.487',1224,'2025-06-24 11:27:37.528',1265,yes,yes,yes
52.83.211.74,lzgd303a6b7b504a23ac,4,'2025-06-24 11:27:36.275',170,178,100,490,113,164,'2025-06-24 11:27:37.467',1192,'2025-06-24 11:27:37.488',1213,yes,yes,yes
52.83.211.74,lzgd303a6b7b504a23ac,5,'2025-06-24 11:27:36.302',160,165,100,27854,130,181,'2025-06-24 11:28:04.931',28629,'2025-06-24 11:28:04.968',28666,yes,yes,yes
52.83.211.74,lzgd3aa900b52fd38806,1,'2025-06-24 11:27:36.431',153,153,99,519,125,175,'2025-06-24 11:27:37.658',1227,'2025-06-24 11:27:37.681',1250,yes,yes,yes
52.83.211.74,lzgd3aa900b52fd38806,2,'2025-06-24 11:27:36.400',159,177,100,537,126,177,'2025-06-24 11:27:37.678',1278,'2025-06-24 11:27:37.721',1321,yes,yes,yes
52.83.211.74,lzgd3aa900b52fd38806,3,'2025-06-24 11:27:36.430',157,195,100,27205,0,0,'',,'',,no,no,no
52.83.211.74,lzgd3aa900b52fd38806,4,'2025-06-24 11:27:36.457',160,191,99,450,105,155,'2025-06-24 11:27:37.658',1201,'2025-06-24 11:27:37.681',1224,yes,yes,yes
52.83.211.74,lzgd3aa900b52fd38806,5,'2025-06-24 11:27:36.492',156,149,100,463,117,168,'2025-06-24 11:27:37.658',1166,'2025-06-24 11:27:37.681',1189,yes,yes,yes
52.83.211.74,lzgd3cac95fa9d6edf90,1,'2025-06-24 11:27:38.195',144,171,99,534,107,157,'2025-06-24 11:27:39.426',1231,'2025-06-24 11:27:39.447',1252,yes,yes,yes
52.83.211.74,lzgd3cac95fa9d6edf90,2,'2025-06-24 11:27:38.174',154,172,99,567,119,169,'2025-06-24 11:27:39.425',1251,'2025-06-24 11:27:39.447',1273,yes,yes,yes
52.83.211.74,lzgd3cac95fa9d6edf90,3,'2025-06-24 11:27:38.237',154,183,99,482,111,161,'2025-06-24 11:27:39.426',1189,'2025-06-24 11:27:39.447',1210,yes,yes,yes
52.83.211.74,lzgd3cac95fa9d6edf90,4,'2025-06-24 11:27:38.185',136,180,99,516,132,182,'2025-06-24 11:27:39.426',1241,'2025-06-24 11:27:39.447',1262,yes,yes,yes
52.83.211.74,lzgd3cac95fa9d6edf90,5,'2025-06-24 11:27:38.159',134,167,99,27615,123,173,'2025-06-24 11:28:06.491',28332,'2025-06-24 11:28:06.527',28368,yes,yes,yes
52.83.211.74,lzgd47a3c029f3767795,1,'2025-06-24 11:27:39.363',138,183,100,435,120,170,'2025-06-24 11:27:40.536',1173,'2025-06-24 11:27:40.580',1217,yes,yes,yes
52.83.211.74,lzgd47a3c029f3767795,2,'2025-06-24 11:27:39.394',156,173,99,448,111,161,'2025-06-24 11:27:40.557',1163,'2025-06-24 11:27:40.580',1186,yes,yes,yes
52.83.211.74,lzgd47a3c029f3767795,3,'2025-06-24 11:27:39.440',137,190,99,446,143,193,'2025-06-24 11:27:40.617',1177,'2025-06-24 11:27:40.620',1180,yes,yes,yes
52.83.211.74,lzgd47a3c029f3767795,4,'2025-06-24 11:27:39.428',146,169,100,29056,121,171,'2025-06-24 11:28:09.205',29777,'2025-06-24 11:28:09.221',29793,yes,yes,yes
52.83.211.74,lzgd47a3c029f3767795,5,'2025-06-24 11:27:39.493',144,192,100,352,145,195,'2025-06-24 11:27:40.617',1124,'2025-06-24 11:27:40.620',1127,yes,yes,yes
52.83.211.74,lzgd4f34ad441cbe809e,1,'2025-06-24 11:27:38.028',137,155,100,446,135,186,'2025-06-24 11:27:39.234',1206,'2025-06-24 11:27:39.256',1228,yes,yes,yes
52.83.211.74,lzgd4f34ad441cbe809e,2,'2025-06-24 11:27:38.064',159,174,100,461,144,195,'2025-06-24 11:27:39.294',1230,'2025-06-24 11:27:39.336',1272,yes,yes,yes
52.83.211.74,lzgd4f34ad441cbe809e,3,'2025-06-24 11:27:38.043',142,174,100,478,148,198,'2025-06-24 11:27:39.294',1251,'2025-06-24 11:27:39.336',1293,yes,yes,yes
52.83.211.74,lzgd4f34ad441cbe809e,4,'2025-06-24 11:27:38.066',161,6005,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd4f34ad441cbe809e,5,'2025-06-24 11:27:38.123',132,186,99,28237,117,167,'2025-06-24 11:28:07.050',28927,'2025-06-24 11:28:07.096',28973,yes,yes,yes
52.83.211.74,lzgd53c3bf4c1bcb3765,1,'2025-06-24 11:27:42.465',166,174,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd53c3bf4c1bcb3765,2,'2025-06-24 11:27:42.515',101,180,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd53c3bf4c1bcb3765,3,'2025-06-24 11:27:42.497',168,193,101,469,111,161,'2025-06-24 11:27:43.751',1254,'2025-06-24 11:27:43.799',1302,yes,yes,yes
52.83.211.74,lzgd53c3bf4c1bcb3765,4,'2025-06-24 11:27:42.559',132,175,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd53c3bf4c1bcb3765,5,'2025-06-24 11:27:42.611',160,884,99,132,142,193,'2025-06-24 11:27:44.214',1603,'2025-06-24 11:27:44.238',1627,yes,yes,yes
52.83.211.74,lzgd5496a7907243e22d,1,'2025-06-24 11:27:34.066',240,201,99,412,107,158,'2025-06-24 11:27:35.130',1064,'2025-06-24 11:27:35.171',1105,yes,yes,yes
52.83.211.74,lzgd5496a7907243e22d,2,'2025-06-24 11:27:34.082',146,225,99,423,128,179,'2025-06-24 11:27:35.130',1048,'2025-06-24 11:27:35.170',1088,yes,yes,yes
52.83.211.74,lzgd5496a7907243e22d,3,'2025-06-24 11:27:34.124',212,256,99,330,109,159,'2025-06-24 11:27:35.130',1006,'2025-06-24 11:27:35.171',1047,yes,yes,yes
52.83.211.74,lzgd5496a7907243e22d,4,'2025-06-24 11:27:34.087',223,148,99,419,131,181,'2025-06-24 11:27:35.130',1043,'2025-06-24 11:27:35.170',1083,yes,no,yes
52.83.211.74,lzgd5496a7907243e22d,5,'2025-06-24 11:27:34.119',256,5607,99,152,123,173,'2025-06-24 11:27:40.381',6262,'2025-06-24 11:27:40.410',6291,yes,yes,yes
52.83.211.74,lzgd5d7bdc6242781982,1,'2025-06-24 11:27:39.479',168,175,100,27912,116,166,'2025-06-24 11:28:08.131',28652,'2025-06-24 11:28:08.171',28692,yes,yes,yes
52.83.211.74,lzgd5d7bdc6242781982,2,'2025-06-24 11:27:39.544',151,179,99,28448,131,181,'2025-06-24 11:28:08.795',29251,'2025-06-24 11:28:08.810',29266,yes,yes,yes
52.83.211.74,lzgd5d7bdc6242781982,3,'2025-06-24 11:27:39.572',163,162,100,470,108,159,'2025-06-24 11:27:40.780',1208,'2025-06-24 11:27:40.810',1238,yes,yes,yes
52.83.211.74,lzgd5d7bdc6242781982,4,'2025-06-24 11:27:39.590',160,174,100,463,139,190,'2025-06-24 11:27:40.841',1251,'2025-06-24 11:27:40.851',1261,yes,yes,yes
52.83.211.74,lzgd5d7bdc6242781982,5,'2025-06-24 11:27:39.608',138,162,100,494,149,200,'2025-06-24 11:27:40.841',1233,'2025-06-24 11:27:40.851',1243,yes,yes,yes
52.83.211.74,lzgd60622774ad88ca9c,1,'2025-06-24 11:27:35.167',171,171,99,476,126,177,'2025-06-24 11:27:36.392',1225,'2025-06-24 11:27:36.412',1245,yes,yes,yes
52.83.211.74,lzgd60622774ad88ca9c,2,'2025-06-24 11:27:35.182',146,163,101,29425,146,196,'2025-06-24 11:28:05.339',30157,'2025-06-24 11:28:05.372',30190,yes,yes,yes
52.83.211.74,lzgd60622774ad88ca9c,3,'2025-06-24 11:27:35.198',138,168,99,489,125,176,'2025-06-24 11:27:36.392',1194,'2025-06-24 11:27:36.412',1214,yes,yes,yes
52.83.211.74,lzgd60622774ad88ca9c,4,'2025-06-24 11:27:35.215',153,161,101,488,101,152,'2025-06-24 11:27:36.392',1177,'2025-06-24 11:27:36.412',1197,yes,yes,yes
52.83.211.74,lzgd60622774ad88ca9c,5,'2025-06-24 11:27:35.227',203,159,99,471,135,186,'2025-06-24 11:27:36.433',1206,'2025-06-24 11:27:36.452',1225,yes,yes,yes
52.83.211.74,lzgd6103cf739e1a84f6,1,'2025-06-24 11:27:39.287',140,5555,99,155,126,177,'2025-06-24 11:27:45.537',6250,'2025-06-24 11:27:45.591',6304,yes,yes,yes
52.83.211.74,lzgd6103cf739e1a84f6,2,'2025-06-24 11:27:39.314',150,182,100,27089,0,0,'',,'',,no,no,no
52.83.211.74,lzgd6103cf739e1a84f6,3,'2025-06-24 11:27:39.279',142,181,100,528,110,160,'2025-06-24 11:27:40.571',1292,'2025-06-24 11:27:40.592',1313,yes,yes,yes
52.83.211.74,lzgd6103cf739e1a84f6,4,'2025-06-24 11:27:39.263',150,194,100,28889,133,184,'2025-06-24 11:28:08.910',29647,'2025-06-24 11:28:08.951',29688,yes,yes,yes
52.83.211.74,lzgd6103cf739e1a84f6,5,'2025-06-24 11:27:39.359',129,189,100,504,149,200,'2025-06-24 11:27:40.611',1252,'2025-06-24 11:27:40.631',1272,yes,yes,yes
52.83.211.74,lzgd666b11a37776534d,1,'2025-06-24 11:27:38.392',137,165,99,440,114,164,'2025-06-24 11:27:39.575',1183,'2025-06-24 11:27:39.596',1204,yes,no,yes
52.83.211.74,lzgd666b11a37776534d,2,'2025-06-24 11:27:38.376',139,164,99,483,117,167,'2025-06-24 11:27:39.575',1199,'2025-06-24 11:27:39.596',1220,yes,yes,yes
52.83.211.74,lzgd666b11a37776534d,3,'2025-06-24 11:27:38.456',137,162,100,420,112,163,'2025-06-24 11:27:39.575',1119,'2025-06-24 11:27:39.596',1140,yes,yes,yes
52.83.211.74,lzgd666b11a37776534d,4,'2025-06-24 11:27:38.410',156,204,99,408,108,159,'2025-06-24 11:27:39.575',1165,'2025-06-24 11:27:39.596',1186,yes,no,yes
52.83.211.74,lzgd666b11a37776534d,5,'2025-06-24 11:27:38.499',160,190,99,25732,0,0,'',,'',,no,no,no
52.83.211.74,lzgd68b8965d1bae607f,1,'2025-06-24 11:27:37.610',141,158,99,511,131,181,'2025-06-24 11:27:38.871',1261,'2025-06-24 11:27:38.885',1275,yes,yes,yes
52.83.211.74,lzgd68b8965d1bae607f,2,'2025-06-24 11:27:37.678',137,191,100,458,110,160,'2025-06-24 11:27:38.872',1194,'2025-06-24 11:27:38.884',1206,yes,yes,yes
52.83.211.74,lzgd68b8965d1bae607f,3,'2025-06-24 11:27:37.666',133,199,100,490,114,165,'2025-06-24 11:27:38.872',1206,'2025-06-24 11:27:38.885',1219,yes,yes,yes
52.83.211.74,lzgd68b8965d1bae607f,4,'2025-06-24 11:27:37.659',145,165,100,27942,115,165,'2025-06-24 11:28:06.325',28666,'2025-06-24 11:28:06.364',28705,yes,yes,yes
52.83.211.74,lzgd68b8965d1bae607f,5,'2025-06-24 11:27:37.625',141,0,0,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd69c9cd5e2fd9057a,1,'2025-06-24 11:27:42.946',136,223,99,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd69c9cd5e2fd9057a,2,'2025-06-24 11:27:42.989',148,230,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd69c9cd5e2fd9057a,3,'2025-06-24 11:27:42.975',171,198,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd69c9cd5e2fd9057a,4,'2025-06-24 11:27:43.027',148,571,100,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd69c9cd5e2fd9057a,5,'2025-06-24 11:27:43.068',160,1284,99,302,130,181,'2025-06-24 11:27:45.228',2160,'2025-06-24 11:27:45.239',2171,yes,yes,yes
52.83.211.74,lzgd70083471b86c55fd,1,'2025-06-24 11:27:43.711',73,155,99,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd70083471b86c55fd,2,'2025-06-24 11:27:43.740',75,158,99,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd70083471b86c55fd,3,'2025-06-24 11:27:43.814',81,623,100,139,133,183,'2025-06-24 11:27:45.470',1656,'2025-06-24 11:27:45.498',1684,yes,yes,yes
52.83.211.74,lzgd70083471b86c55fd,4,'2025-06-24 11:27:43.827',161,6173,99,131,136,186,'2025-06-24 11:27:50.696',6869,'2025-06-24 11:27:50.738',6911,yes,yes,yes
52.83.211.74,lzgd70083471b86c55fd,5,'2025-06-24 11:27:43.888',144,566,99,0,0,0,'',,'',,no,no,no
52.83.211.74,lzgd729942220e6167a8,1,'2025-06-24 11:27:38.286',136,168,99,562,119,170,'2025-06-24 11:27:39.573',1287,'2025-06-24 11:27:39.608',1322,yes,yes,yes
52.83.211.74,lzgd729942220e6167a8,2,'2025-06-24 11:27:38.299',140,183,99,545,106,156,'2025-06-24 11:27:39.573',1274,'2025-06-24 11:27:39.608',1309,yes,yes,yes
52.83.211.74,lzgd729942220e6167a8,3,'2025-06-24 11:27:38.313',156,152,100,29209,111,161,'2025-06-24 11:28:08.198',29885,'2025-06-24 11:28:08.208',29895,yes,yes,yes
52.83.211.74,lzgd729942220e6167a8,4,'2025-06-24 11:27:38.339',161,166,100,540,142,193,'2025-06-24 11:27:39.613',1274,'2025-06-24 11:27:39.648',1309,yes,yes,yes
52.83.211.74,lzgd729942220e6167a8,5,'2025-06-24 11:27:38.399',145,159,100,28895,107,157,'2025-06-24 11:28:07.997',29598,'2025-06-24 11:28:08.048',29649,yes,yes,yes
52.83.211.74,lzgd73d598667c010462,1,'2025-06-24 11:27:35.260',142,234,99,524,114,164,'2025-06-24 11:27:36.569',1309,'2025-06-24 11:27:36.589',1329,yes,no,yes
52.83.211.74,lzgd73d598667c010462,2,'2025-06-24 11:27:35.276',146,177,99,27791,141,192,'2025-06-24 11:28:03.801',28525,'2025-06-24 11:28:03.829',28553,yes,yes,yes
52.83.211.74,lzgd73d598667c010462,3,'2025-06-24 11:27:35.309',143,210,100,524,109,159,'2025-06-24 11:27:36.569',1260,'2025-06-24 11:27:36.589',1280,yes,yes,yes
52.83.211.74,lzgd73d598667c010462,4,'2025-06-24 11:27:35.260',172,202,99,546,122,172,'2025-06-24 11:27:36.590',1330,'2025-06-24 11:27:36.629',1369,yes,no,yes
